,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,car_cc,Cylinders,Valves_Per_Cylinder,wheel_drive,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,height_mm,lenght_mm,width_mm,Body_Type,Doors,City_Mileage,highway_mileage_km/l,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance_mm,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track_mm,Rear_Track_mm,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,lt_front_tyre,pr_front_tyre,z_front_tyre(240 km/h),Front_Tyre_size,Front_rim_size,Power_bhp,Power_rpm,torque_nm,basic_warranty_years,basic_warranty_distance
332,332,Maserati,Quattroporte,Granlusso,17900000,2987,6.0,4.0,RWD,V,BS VI,"Front, Longitudinal",Injection,70.0,Diesel,1481.0,5262.0,1948.0,Sports,4.0,5.2,6.2,7.9,1925.0,6.0,100.0,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,1634.0,1647.0,245/45R19,275/40 R19,Electro-Hydraulic,All Windows,Yes,Smart Key,275PS@7000rpm,600Nm@2000-2600rpm,Digital,Analog,Analog,Yes,4,Leather,AT,3171.0,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,530 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,12/24 months/ up to100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,11.8 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,16.5:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,245/45,19,271.2,7000.0,600.0,2.0,Unknown
333,333,Lexus,Lc 500H,Coupe,19600000,3456,6.0,4.0,AWD,V,BS IV,"Front, Transverse",Injection,82.0,Hybrid,1345.0,4770.0,1920.0,Coupe,2.0,54.9,17.2,18.5,1985.0,6.0,179.0,Ventilated Disc,Ventilated Disc,"Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar","Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar",1630.0,1635.0,245/40 R21,245/40 R21,Electric Power,All Windows,"Yes, with memory",Smart Key,299PS@6600rpm,350Nm@5100rpm,Digital,Digital,Analog,Yes,4,Leather,AT,2870.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",133 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2445 kg,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8.0,13.0:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,0.0,0.0,0.0,245/40,21,294.9,6600.0,350.0,2.0,Unknown
336,336,Porsche,Panamera,Turbo,21263000,3996,8.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1427.0,5049.0,1937.0,Sedan,4.0,7.1,7.8,10.63,2045.0,7.0,215.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,1524.6,1522.9,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1960-4500rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2950.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 4 Zone climate control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2585 kg,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,6.0,10.1:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,255/45,19,542.5,6000.0,770.0,4.0,80000
337,337,Porsche,Panamera,Turbo Executive,22613000,3996,8.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1432.0,5199.0,1937.0,Sedan,4.0,7.1,7.8,10.63,1350.0,7.0,215.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,1524.6,1522.9,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1960-4500rpm,Digital,Analog,Analog,Yes,4,Leather,AT,3100.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 4 Zone climate control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2635 kg,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,6.0,10.1:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,255/45,19,542.5,6000.0,770.0,4.0,80000
338,338,Porsche,Panamera,Turbo Sport Turismo,21747000,3996,8.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1432.0,5049.0,1937.0,Sedan,4.0,7.1,7.8,10.63,1350.0,7.0,215.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,1524.6,1522.9,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1960-4500rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2950.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 4 Zone climate control",Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2635 kg,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,6.0,10.1:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,255/45,19,542.5,6000.0,770.0,4.0,80000
339,339,Lexus,Lx 450D,V8,23290000,4461,4.0,8.0,FWD,V,BS IV,"Front, Transverse",Injection,93.0,Diesel,1865.0,5080.0,1980.0,SUV,4.0,18.0,17.2,18.0,2660.0,6.0,179.0,Ventilated Disc,Ventilated Disc,4 Wheel Active Height Control & Adaptive Variable Suspension,4 Wheel Active Height Control & Adaptive Variable Suspension,1650.0,1645.0,285/60R18,285/60R18,Other,All Windows,Yes,Smart Key,261PS@6000rpm,650Nm@1600-2600rpm,Digital,Analog,Analog,Yes,7,Leather,AT,2850.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Manual, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3350 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,10.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,285/60,18,257.4,6000.0,650.0,2.0,Unknown
341,341,Audi,R8,V10 Plus,27245000,5204,10.0,4.0,AWD,V,BS IV,"Mid, Longitudinal",Injection,75.0,Petrol,1252.0,4440.0,2029.0,Coupe,2.0,7.8,7.8,6.71,1670.0,7.0,110.0,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Double wishbone suspension,1638.0,1595.0,245/35R19,295/35R19,Electric Power,Only Front Windows,No,Remote,610PS@8250rpm,560Nm@6500rpm,Digital,Analog,Digital,Yes,2,Leather,AT,2650.0,Yes,1,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,,Yes,Yes,Yes,Digital,Front,,,,,Yes,With Remote,Digital,Manual,Analog,Yes,5.9 meter,Yes,,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,,,1895 kg,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,,Yes,,Yes,,,,Only front,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,0.0,0.0,0.0,245/35,19,601.7,8250.0,560.0,2.0,Unknown
342,342,Lamborghini,Urus,V8,30000000,3996,8.0,8.0,AWD,V,BS IV,"Front, Transverse",Injection,75.0,Petrol,1638.0,5112.0,2181.0,SUV,5.0,54.9,17.2,7.8,2200.0,6.0,179.0,Ventilated Disc,Ventilated Disc,adaptive air suspension,adaptive air suspension,1524.6,1522.9,285/45 ZR21,315/40 ZR21,Other,All Windows,"Yes, with memory",Other,650PS@6000rpm,850Nm@2250-4500rpm,Digital,Digital,Yes,Yes,5,Leather,AT,3003.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,616 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,With Remote,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,Yes,Audio Controls,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,285/45,21,641.1,6000.0,850.0,2.0,Unknown
343,343,Bentley,Continental Gt,Coupe,33791059,5998,12.0,4.0,AWD,W,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1401.0,4807.0,2226.0,Coupe,2.0,5.3,8.6,8.6,2320.0,8.0,142.0,Ventilated Disc,Ventilated Disc,Air springs with continous damping control,Air springs with continous damping control,1623.0,1607.0,275/40R20,275/40R20,Electric Power,All Windows,Yes,Smart Key,590PS@6000rpm,720Nm@1800rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2746.0,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,358 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,1 years /Unlimited Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2750 kg,"Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,275/40,20,581.9,6000.0,720.0,2.0,Unlimited
344,344,Ferrari,Portofino,V8 Convertible,35000000,3855,8.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,92.0,Petrol,1320.0,4569.0,1910.0,Convertible,2.0,6.0,9.0,9.0,1730.0,7.0,119.0,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Multilink,1630.0,1605.0,245/40ZR19,285/40ZR19,Electric Power,All Windows,Yes,Smart Key,560PS@7500rpm,755NM@4750rpm,Digital,Analog,Analog,Yes,2,Leather,AT,2669.0,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,Yes,Internal,240 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,12/24 months/ up to90000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4.0,9.4:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,,Yes,Yes,Yes,2.4 PSI,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,245/40,19,552.3,7500.0,755.0,2.0,Unknown
345,345,Bentley,Bentayga,W12,45941557,5950,12.0,4.0,AWD,W,BS IV,"Front, Longitudinal",PGM - Fi,85.0,Petrol,1742.0,5141.0,1998.0,SUV,5.0,9.6,13.1,19.0,2422.0,8.0,179.0,Ventilated Disc,Ventilated Disc,Air Suspension with Continuous Damping Control and 4 height settings,Air suspension with continuous damping control and 4 height setting,1524.6,1522.9,285/45R21,285/45R21,Electro-Hydraulic,All Windows,Yes,Smart Key,608PS@6000RPM,900Nm@1350rpm,Digital,Digital,Analog,2,5,Leather,AT,2992.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Manual, With Remote",430 litres,Yes,Yes,Yes,Digital,"Front & Rear, Centre",Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3250 kg,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,285/45,21,599.7,6000.0,900.0,2.0,Unknown
346,346,Bentley,Bentayga,V8,37542069,3996,12.0,4.0,AWD,W,BS IV,"Front, Longitudinal",PGM - Fi,85.0,Petrol,1742.0,5140.0,1998.0,SUV,5.0,54.9,17.2,8.77,2428.0,8.0,179.0,Ventilated Disc,Ventilated Disc,Air Suspension with Continuous Damping Control and 4 height settings,Air suspension with continuous damping control and 4 height setting,1524.6,1522.9,285/45R21,285/45R21,Electro-Hydraulic,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1350rpm,Digital,Digital,Analog,2,5,Leather,AT,2995.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Manual, With Remote",430 litres,Yes,Yes,Yes,Digital,"Front & Rear, Centre",Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3250 kg,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,285/45,21,542.5,6000.0,770.0,2.0,Unknown
347,347,Aston Martin,Db 11,V12,40456503,5198,12.0,4.0,AWD,V,BS IV,"Rear, Transverse",Injection,80.0,Petrol,1250.0,4385.0,1865.0,Coupe,2.0,6.0,17.2,18.5,1680.0,6.0,130.0,Ventilated Disc,Ventilated Disc,Independent Double Wish Bone - Coil Spring Suspension,"rear multi link,Coil spring, anti roll bar and adaptive dampers",1570.0,1575.0,255/40 ZR 20,295/35 ZR 20,Hydraulic Power,All Windows,"Yes, with memory",Smart Key,608PS@6500rpm,700Nm@1500rpm,Digital,Digital,Analog,Yes,2,Leather,AT,2600.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,300 litres,Yes,Yes,Yes,Digital,"Centre, Front & Rear",Yes,Front,Yes,,Yes,"With Remote, Push to Open",Digital,Automatic,Digital,Yes,11.8 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8.0,9.3:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,255/40,20,599.7,6500.0,700.0,2.0,Unknown
348,348,Ferrari,458 Speciale,Coupe,42531500,4497,8.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,86.0,Petrol,1203.0,4571.0,1951.0,Coupe,2.0,6.0,9.0,9.0,1395.0,7.0,113.0,Ventilated Disc,Ventilated Disc,Twin wishbones,multi-link set-up,1679.0,1632.0,245/35ZR20,305/30ZR20,Electric Power,All Windows,Yes,Smart Key,605PS@9000rpm,540Nm@6000rpm,Digital,Analog,Analog,Yes,2,Leather,AT,2650.0,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,230 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,12/24 months/ up to90000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,5.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,245/35,20,596.7,9000.0,540.0,3.0,Unlimited
352,352,Bentley,Mulsanne,Sedan,52571294,6752,8.0,4.0,RWD,V,BS IV,"Front, Longitudinal",Injection,90.0,Petrol,1521.0,5575.0,2208.0,Sedan,4.0,6.2,9.5,9.5,2685.0,8.0,142.0,Ventilated Disc,Ventilated Disc,Air springs with continous damping control,Air springs with continous damping control,1615.0,1625.0,265/45R20,265/45R20,Electric Power,All Windows,Yes,Smart Key,512PS@4200rpm,1020Nm@1750rpm,Digital,Analog,Analog,Yes,4,Leather,AT,3266.0,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,443 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /Unlimited Kms (years/distance whichever comes first),Yes,Internal,,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,3200 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,6.0,7:8,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,265/45,20,505.0,4200.0,1020.0,2.0,Unlimited
355,355,Bugatti,Chiron,W16,192142937,7993,16.0,4.0,RWD,W,BS VI,"Mid, Transverse",PGM - Fi,51.0,Petrol,1212.0,4544.0,2038.0,Sports,2.0,54.9,17.2,5.95,1995.0,7.0,179.0,Ventilated Disc,Ventilated Disc,others,others,1524.6,1522.9,nan,,Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",1479bhp@6700rpm,1600Nm@2000-6000rpm,Digital,Digital,Digital,Yes,2,Leather,AT,2710.0,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,"With Remote, Push to Open, Internal",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,Normal,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Front passenger knee airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,Cup Holders,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1.0,Yes,Yes,,,0.0,0.0,0.0,185/60,15,1479.0,6700.0,1600.0,2.0,Unknown
