,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,car_cc,Cylinders,Valves_Per_Cylinder,wheel_drive,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,height_mm,lenght_mm,width_mm,Body_Type,Doors,City_Mileage,highway_mileage_km/l,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance_mm,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track_mm,Rear_Track_mm,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,lt_front_tyre,pr_front_tyre,z_front_tyre(240 km/h),Front_Tyre_size,Front_rim_size,Power_bhp,Power_rpm,torque_nm,basic_warranty_years,basic_warranty_distance
1053,1053,Porsche,911,Carrera S,17420000,2981,6.0,4.0,AWD,Flat,BS VI,"Rear Mid, Transverse",Injection,64.0,Petrol,1300.0,4519.0,1852.0,Coupe,2.0,7.9,10.7,8.9,1515.0,8.0,179.0,Ventilated Disc,Ventilated Disc,McPherson spring strut suspension,Multi Link rear axle,1524.6,1522.9,245/35 ZR 20,305/30 ZR 21,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,450hp@6500rpm,530Nm@5000rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2450.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",132 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,"Normal, Comfort, Eco, Sport",Yes,,Yes,,,,,Yes,Yes,,1985 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1.0,Yes,Yes,,,0.0,0.0,1.0,245/35,20,456.2,6500.0,530.0,4.0,80000
1054,1054,Porsche,911,Carrera S Cabriolet,18844000,2981,6.0,4.0,AWD,Flat,BS VI,"Rear Mid, Transverse",Injection,64.0,Petrol,1299.0,4519.0,1852.0,Convertible,2.0,11.6,7.6,9.1,1585.0,8.0,179.0,Ventilated Disc,Ventilated Disc,McPherson spring strut suspension,Multi Link rear axle,1524.6,1522.9,245/35 ZR 20,305/30 ZR 21,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,450hp@6500rpm,530Nm@5000rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2450.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",132 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Internal,Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,"Normal, Comfort, Eco, Sport",Yes,,Yes,,Yes,,,Yes,Yes,,2040 kg,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver head airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1.0,,Yes,,,0.0,0.0,1.0,245/35,20,456.2,6500.0,530.0,4.0,80000
1055,1055,Nissan,Gtr,3.8 V6,21240272,3799,6.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,74.0,Petrol,1370.0,4710.0,1895.0,Coupe,2.0,9.0,17.2,9.0,1752.0,6.0,110.0,Ventilated Disc,Ventilated Disc,others,others,1524.6,1522.9,255/40 R20,255/35 R20,Other,All Windows,Yes,Smart Key,570PS@6800rpm,637Nm@3200rpm,Analog,Analog,Analog,Yes,4,Leather,AT,2780.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Manual",249 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,"With Remote, Internal",Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,255/40,20,562.2,6800.0,637.0,2.0,Unknown
1056,1056,Aston Martin,Vantage,Coupe,29500000,3982,8.0,4.0,RWD,V,BS IV,"Front, Longitudinal",Injection,73.0,Petrol,1273.0,4465.0,2153.0,Coupe,2.0,5.0,8.0,8.0,1530.0,8.0,122.0,Ventilated Disc,Ventilated Disc,"Front independent double wishbone design coil springs, anti-roll bar and adaptive damping","Rear multi-link, coil springs, anti-roll bar and adaptive damping",1524.6,1522.9,255/40/20,295/35/20,Electric Power,Only Front Windows,Yes,No,505bhp@6000rpm,685Nm@2000-5000rpm,Digital,Analog,No,Yes,2,Leather,AT,2704.0,Yes,No,CD Player with USB & Aux-in,No,No,Yes,Internal,,,,,,,,,,,Yes,Internal,,Automatic,Analog,Yes,,Yes,,,"Fully automatic climate control, 2 Zone Climate Control",,,,,,,,Yes,,,,,,,,Yes,,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,,Yes,,6.0,10.5:1,"Rake, Reach",,Air Conditioner : Standard,"Rear sensors, Rear sensors with camera",Yes,,,,,Yes,Yes,,,,,,Yes,,Yes,,,2.4 PSI,Only front,Yes,,,,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,185/60,15,505.0,6000.0,685.0,2.0,Unknown
1057,1057,Aston Martin,Rapide,Luxe,38845823,5935,12.0,4.0,RWD,V,BS IV,"Mid, Longitudinal",Injection,90.5,Petrol,1360.0,5019.0,1929.0,Sedan,4.0,9.1,12.9,12.9,1990.0,8.0,108.0,Ventilated Disc,Ventilated Disc,Independent Double Wish Bone - Coil Spring Suspension,"Independent, double-wishbone with coil springs, gas-pressurized shock absorbers and stabilizer bar",1589.0,1613.0,245/40R20,295/35R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,560PS@6650rpm,630Nm@5500rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2989.0,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",300 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,12 /24 months and can be renewed or extended for a further period,Yes,"Internal, With Remote",Analog,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,2081 kg,"Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,8.0,11.1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Cup Holders, Audio Controls",Yes,Yes,Yes,,All,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,245/40,20,552.3,6650.0,630.0,2.0,Unlimited
1058,1058,Ferrari,812 Superfast,Superfast,52000000,6496,12.0,4.0,AWD,V,BS IV,"Front, Longitudinal",Injection,92.0,Petrol,1276.0,4657.0,1971.0,Coupe,2.0,54.9,17.2,14.9,1630.0,7.0,179.0,Ventilated Disc,Ventilated Disc,Double wishbone front axle,suspension with stabilizer bar,1672.0,1645.0,275/35 ZR20,315/35 ZR20,Electro-Hydraulic,All Windows,Yes,Smart Key,789 bhp @ 8500 rpm,718Nm@7000rpm,Digital,Digital,Analog,Yes,2,Leather,AT,2720.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,,Yes,Yes,,Digital,Front,Yes,Front,Yes,12/24 months/ up to90000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,4.0,13.6:1,"Reach, Rake",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,1.0,275/35,20,789.0,8500.0,718.0,2.0,Unknown
1059,1059,Maruti Suzuki,Alto 800 Tour,H1,354235,796,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3430.0,1490.0,Hatchback,5.0,18.0,23.0,23.7,720.0,5.0,160.0,Solid Disc,Drum,Mc Pherson Strut,Three Link Rigid Axle Suspension,1295.0,1290.0,145/80R12,145/80R12,Electric Power,Only Front Windows,No,No,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,177 litres,,,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,,,,1185 kg,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,40000
1060,1060,Maruti Suzuki,Alto 800 Tour,H1 (O),356559,796,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3395.0,1490.0,Hatchback,5.0,18.0,23.0,24.7,720.0,5.0,160.0,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295.0,1290.0,145/80R12,145/80R12,Other,Only Front Windows,No,No,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,No,2,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,177 litres,,,Yes,Digital,Front,,Front,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,,,,1185 kg,Driver frontal airbag,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,145/80,12,47.3,6000.0,69.0,2.0,Unknown
1061,1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,675090,1186,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Diesel,1520.0,3805.0,1680.0,Hatchback,5.0,20.7,17.2,20.7,1350.0,5.0,179.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,All Windows,No,No,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,2,5,Fabric,MT,2450.0,No,1,USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,74.0,4000.0,190.0,3.0,100000
1062,1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,504990,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,Only Front Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,MT,2450.0,No,No,No,No,No,,Manual,256 litres,,,Yes,,Front,,Front,Yes,,,Internal,Digital,Manual,Analog + Digital,,,Yes,Driver Only,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,,,,,,,Yes,,,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,,2.0,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,81.9,6000.0,114.0,3.0,100000
1063,1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,589610,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,All Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,MT,2450.0,No,1,USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,Yes,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,81.9,6000.0,114.0,3.0,100000
1064,1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,642610,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,All Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,AT,2450.0,No,1,USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,,,,,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,81.9,6000.0,114.0,3.0,100000
1065,1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,643350,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,All Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,MT,2450.0,No,2,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,Normal,Yes,Yes,,,,Yes,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,81.9,6000.0,114.0,3.0,100000
1066,1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,703350,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,All Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,AT,2450.0,No,2,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,Normal,Yes,,,Yes,,Yes,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,0.0,0.0,0.0,165/70,14,81.9,6000.0,114.0,3.0,100000
1067,1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,673350,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,175/60R15,175/60R15,Electric Power,All Windows,No,No,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,MT,2450.0,No,2,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,Normal,,Yes,,,Yes,Yes,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,0.0,0.0,0.0,175/60,15,81.9,6000.0,114.0,3.0,100000
1068,1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,718950,1197,4.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Petrol,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,935.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,175/60R15,175/60R15,Electric Power,All Windows,No,Smart Key,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Leather,MT,2450.0,Yes,2,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,Yes,Normal,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,,0.0,0.0,0.0,175/60,15,81.9,6000.0,114.0,3.0,100000
1069,1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,790350,1186,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Diesel,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,1350.0,5.0,179.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,165/70R14,165/70R14,Electric Power,All Windows,No,No,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,2,5,Fabric,AT,2450.0,No,2,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,Normal,Yes,Yes,,,Yes,Yes,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,0.0,0.0,0.0,165/70,14,74.0,4000.0,190.0,3.0,100000
1070,1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,804450,1186,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,37.0,Diesel,1520.0,3805.0,1680.0,Hatchback,5.0,54.9,17.2,20.7,1350.0,5.0,179.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1524.6,1522.9,175/60R15,175/60R15,Electric Power,All Windows,No,Smart Key,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,2,5,Leather,MT,2450.0,Yes,2,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,256 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,Yes,Normal,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,,0.0,0.0,0.0,175/60,15,74.0,4000.0,190.0,3.0,100000
1071,1071,Hyundai,Xcent,S 1.2,643769,1197,4.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,4.0,15.7,17.2,20.14,1350.0,5.0,165.0,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479.0,1493.0,165/65R14,165/65R14,Electric Power,All Windows,No,Remote,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2425.0,No,Yes,USB & Aux-in,Yes,No,Yes,"Internal, With Remote",407 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,,0.0,0.0,0.0,165/65,14,81.9,6000.0,114.0,2.0,Unlimited
